call_id,condition_label,architecture,role,first_attempt_status,resolved_status,attempt_count,latency_ms,jsonl_integrity,agent_message_present
final-b03-medium-swarm10-p01,medium,swarm10,proposer,semantic_response,semantic_response,1,130661,True,True
final-b01-light-swarm10-p03,light,swarm10,proposer,semantic_response,semantic_response,1,63661,True,True
final-b04-light-swarm10-p05,light,swarm10,proposer,semantic_response,semantic_response,1,50230,True,True
final-b02-light-independent-s08,light,independent,solver,semantic_response,semantic_response,1,60267,True,True
final-b03-light-tournament20-e08,light,tournament20,explorer,semantic_response,semantic_response,1,66280,True,True
final-b01-light-independent-s20,light,independent,solver,semantic_response,semantic_response,1,70526,True,True
final-b02-medium-tournament20-e08,medium,tournament20,explorer,semantic_response,semantic_response,1,138818,True,True
final-b04-medium-tournament20-e07,medium,tournament20,explorer,semantic_response,semantic_response,1,124677,True,True
final-b01-medium-swarm10-c01,medium,swarm10,critic,semantic_response,semantic_response,1,131464,True,True
final-b01-medium-independent-s12,medium,independent,solver,semantic_response,semantic_response,1,143945,True,True
final-b01-medium-tournament20-e03,medium,tournament20,explorer,semantic_response,semantic_response,1,149288,True,True
final-b02-light-tournament20-e06,light,tournament20,explorer,semantic_response,semantic_response,1,51329,True,True
final-b02-light-swarm10-c02,light,swarm10,critic,semantic_response,semantic_response,1,56751,True,True
final-b03-light-swarm10-c02,light,swarm10,critic,semantic_response,semantic_response,1,45325,True,True
final-b02-medium-independent-s08,medium,independent,solver,semantic_response,semantic_response,1,123940,True,True
final-b03-medium-independent-s06,medium,independent,solver,semantic_response,semantic_response,1,129981,True,True
final-b04-medium-swarm10-c02,medium,swarm10,critic,semantic_response,semantic_response,1,101279,True,True
final-b04-medium-independent-s19,medium,independent,solver,semantic_response,semantic_response,1,146511,True,True
final-b01-light-tournament20-e05,light,tournament20,explorer,semantic_response,semantic_response,1,59143,True,True
final-b04-light-independent-s15,light,independent,solver,semantic_response,semantic_response,1,48794,True,True
final-b03-medium-tournament20-e05,medium,tournament20,explorer,semantic_response,semantic_response,1,140229,True,True
final-b04-light-tournament20-e07,light,tournament20,explorer,semantic_response,semantic_response,1,65423,True,True
final-b02-medium-swarm10-c02,medium,swarm10,critic,semantic_response,semantic_response,1,129612,True,True
final-b03-light-independent-s20,light,independent,solver,semantic_response,semantic_response,1,55381,True,True
final-b03-medium-swarm10-c02,medium,swarm10,critic,semantic_response,semantic_response,1,69190,True,True
final-b01-light-swarm10-c01,light,swarm10,critic,semantic_response,semantic_response,1,70789,True,True
final-b04-light-swarm10-c02,light,swarm10,critic,semantic_response,semantic_response,1,47790,True,True
final-b02-light-independent-s01,light,independent,solver,semantic_response,semantic_response,1,45877,True,True
final-b03-light-tournament20-e04,light,tournament20,explorer,semantic_response,semantic_response,1,69809,True,True
final-b01-light-independent-s08,light,independent,solver,semantic_response,semantic_response,1,57991,True,True
final-b02-medium-tournament20-e06,medium,tournament20,explorer,semantic_response,semantic_response,1,136910,True,True
final-b04-medium-tournament20-e03,medium,tournament20,explorer,semantic_response,semantic_response,1,165761,True,True
final-b01-medium-swarm10-c02,medium,swarm10,critic,semantic_response,semantic_response,1,107879,True,True
final-b01-medium-independent-s02,medium,independent,solver,semantic_response,semantic_response,1,156073,True,True
final-b01-medium-tournament20-e08,medium,tournament20,explorer,semantic_response,semantic_response,1,147280,True,True
final-b02-light-tournament20-e08,light,tournament20,explorer,semantic_response,semantic_response,1,58670,True,True
final-b02-light-swarm10-c01,light,swarm10,critic,semantic_response,semantic_response,1,64243,True,True
final-b03-light-swarm10-c01,light,swarm10,critic,semantic_response,semantic_response,1,48942,True,True
final-b02-medium-independent-s09,medium,independent,solver,semantic_response,semantic_response,1,153675,True,True
final-b03-medium-independent-s17,medium,independent,solver,semantic_response,semantic_response,1,123853,True,True
final-b04-medium-swarm10-c01,medium,swarm10,critic,semantic_response,semantic_response,1,112778,True,True
final-b04-medium-independent-s16,medium,independent,solver,semantic_response,semantic_response,1,146687,True,True
final-b01-light-tournament20-e02,light,tournament20,explorer,semantic_response,semantic_response,1,60864,True,True
final-b04-light-independent-s07,light,independent,solver,semantic_response,semantic_response,1,52886,True,True
final-b03-medium-tournament20-e01,medium,tournament20,explorer,semantic_response,semantic_response,1,141239,True,True
final-b04-light-tournament20-e06,light,tournament20,explorer,semantic_response,semantic_response,1,43788,True,True
final-b02-medium-swarm10-c01,medium,swarm10,critic,semantic_response,semantic_response,1,99218,True,True
final-b03-light-independent-s13,light,independent,solver,semantic_response,semantic_response,1,58482,True,True
final-b03-medium-swarm10-c01,medium,swarm10,critic,semantic_response,semantic_response,1,63915,True,True
final-b01-light-swarm10-c02,light,swarm10,critic,semantic_response,semantic_response,1,58207,True,True
final-b04-light-swarm10-c01,light,swarm10,critic,semantic_response,semantic_response,1,47325,True,True
final-b02-light-independent-s05,light,independent,solver,semantic_response,semantic_response,1,51260,True,True
final-b03-light-tournament20-e03,light,tournament20,explorer,semantic_response,semantic_response,1,69312,True,True
final-b01-light-independent-s15,light,independent,solver,semantic_response,semantic_response,1,53916,True,True
final-b02-medium-tournament20-e02,medium,tournament20,explorer,semantic_response,semantic_response,1,150066,True,True
final-b04-medium-tournament20-e06,medium,tournament20,explorer,semantic_response,semantic_response,1,129946,True,True
final-b01-medium-swarm10-v01,medium,swarm10,verifier,semantic_response,semantic_response,1,88962,True,True
final-b01-medium-independent-s13,medium,independent,solver,semantic_response,semantic_response,1,119368,True,True
final-b01-medium-tournament20-e02,medium,tournament20,explorer,semantic_response,semantic_response,1,130298,True,True
final-b02-light-tournament20-e02,light,tournament20,explorer,semantic_response,semantic_response,1,57197,True,True
final-b02-light-swarm10-v02,light,swarm10,verifier,semantic_response,semantic_response,1,46752,True,True
final-b03-light-swarm10-v02,light,swarm10,verifier,semantic_response,semantic_response,1,41922,True,True
final-b02-medium-independent-s06,medium,independent,solver,semantic_response,semantic_response,1,170381,True,True
final-b03-medium-independent-s07,medium,independent,solver,semantic_response,semantic_response,1,122847,True,True
final-b04-medium-swarm10-v01,medium,swarm10,verifier,semantic_response,semantic_response,1,78801,True,True
final-b04-medium-independent-s11,medium,independent,solver,semantic_response,semantic_response,1,168068,True,True
final-b01-light-tournament20-e07,light,tournament20,explorer,semantic_response,semantic_response,1,56328,True,True
final-b04-light-independent-s10,light,independent,solver,semantic_response,semantic_response,1,60903,True,True
final-b03-medium-tournament20-e07,medium,tournament20,explorer,semantic_response,semantic_response,1,135188,True,True
final-b04-light-tournament20-e08,light,tournament20,explorer,semantic_response,semantic_response,1,45286,True,True
final-b02-medium-swarm10-v02,medium,swarm10,verifier,semantic_response,semantic_response,1,107133,True,True
final-b03-light-independent-s18,light,independent,solver,semantic_response,semantic_response,1,55221,True,True
final-b03-medium-swarm10-v01,medium,swarm10,verifier,semantic_response,semantic_response,1,55354,True,True
final-b01-light-swarm10-v02,light,swarm10,verifier,semantic_response,semantic_response,1,51087,True,True
final-b04-light-swarm10-v01,light,swarm10,verifier,semantic_response,semantic_response,1,28025,True,True
final-b02-light-independent-s04,light,independent,solver,semantic_response,semantic_response,1,51272,True,True
final-b03-light-tournament20-e07,light,tournament20,explorer,semantic_response,semantic_response,1,65621,True,True
final-b01-light-independent-s10,light,independent,solver,semantic_response,semantic_response,1,54437,True,True
final-b02-medium-tournament20-b01,medium,tournament20,breaker,semantic_response,semantic_response,1,65836,True,True
final-b04-medium-tournament20-b04,medium,tournament20,breaker,semantic_response,semantic_response,1,83978,True,True
final-b01-medium-swarm10-v02,medium,swarm10,verifier,semantic_response,semantic_response,1,92660,True,True
final-b01-medium-independent-s06,medium,independent,solver,semantic_response,semantic_response,1,127703,True,True
final-b01-medium-tournament20-b04,medium,tournament20,breaker,semantic_response,semantic_response,1,129482,True,True
final-b02-light-tournament20-b01,light,tournament20,breaker,semantic_response,semantic_response,1,56943,True,True
final-b02-light-swarm10-v01,light,swarm10,verifier,semantic_response,semantic_response,1,66356,True,True
final-b03-light-swarm10-v01,light,swarm10,verifier,semantic_response,semantic_response,1,37144,True,True
final-b02-medium-independent-s12,medium,independent,solver,semantic_response,semantic_response,1,162030,True,True
final-b03-medium-independent-s03,medium,independent,solver,semantic_response,semantic_response,1,135688,True,True
final-b04-medium-swarm10-v02,medium,swarm10,verifier,semantic_response,semantic_response,1,73572,True,True
final-b04-medium-independent-s06,medium,independent,solver,semantic_response,semantic_response,1,160518,True,True
final-b01-light-tournament20-b01,light,tournament20,breaker,semantic_response,semantic_response,1,53738,True,True
final-b04-light-independent-s09,light,independent,solver,semantic_response,semantic_response,1,45251,True,True
final-b03-medium-tournament20-b02,medium,tournament20,breaker,semantic_response,semantic_response,1,82415,True,True
final-b04-light-tournament20-b03,light,tournament20,breaker,semantic_response,semantic_response,1,45818,True,True
final-b02-medium-swarm10-v01,medium,swarm10,verifier,semantic_response,semantic_response,1,103014,True,True
final-b03-light-independent-s16,light,independent,solver,semantic_response,semantic_response,1,81781,True,True
final-b03-medium-swarm10-v02,medium,swarm10,verifier,semantic_response,semantic_response,1,74187,True,True
final-b01-light-swarm10-v01,light,swarm10,verifier,semantic_response,semantic_response,1,50716,True,True
final-b04-light-swarm10-v02,light,swarm10,verifier,semantic_response,semantic_response,1,45869,True,True
final-b02-light-independent-s10,light,independent,solver,semantic_response,semantic_response,1,48169,True,True
final-b03-light-tournament20-b03,light,tournament20,breaker,semantic_response,semantic_response,1,53021,True,True
final-b01-light-independent-s02,light,independent,solver,semantic_response,semantic_response,1,61569,True,True
final-b02-medium-tournament20-b02,medium,tournament20,breaker,semantic_response,semantic_response,1,61205,True,True
final-b04-medium-tournament20-b02,medium,tournament20,breaker,semantic_response,semantic_response,1,92746,True,True
final-b01-medium-swarm10-j01,medium,swarm10,judge,semantic_response,semantic_response,1,29616,True,True
final-b01-medium-independent-s20,medium,independent,solver,semantic_response,semantic_response,1,123329,True,True
final-b01-medium-tournament20-b03,medium,tournament20,breaker,semantic_response,semantic_response,1,92183,True,True
final-b02-light-tournament20-b03,light,tournament20,breaker,semantic_response,semantic_response,1,56197,True,True
final-b02-light-swarm10-j01,light,swarm10,judge,semantic_response,semantic_response,1,25148,True,True
final-b03-light-swarm10-j01,light,swarm10,judge,semantic_response,semantic_response,1,22564,True,True
final-b02-medium-independent-s14,medium,independent,solver,semantic_response,semantic_response,1,147694,True,True
final-b03-medium-independent-s10,medium,independent,solver,semantic_response,semantic_response,1,157319,True,True
final-b04-medium-swarm10-j01,medium,swarm10,judge,semantic_response,semantic_response,1,33239,True,True
final-b04-medium-independent-s01,medium,independent,solver,semantic_response,semantic_response,1,154692,True,True
final-b01-light-tournament20-b03,light,tournament20,breaker,semantic_response,semantic_response,1,49326,True,True
final-b04-light-independent-s19,light,independent,solver,semantic_response,semantic_response,1,52511,True,True
final-b03-medium-tournament20-b04,medium,tournament20,breaker,semantic_response,semantic_response,1,73159,True,True
final-b04-light-tournament20-b04,light,tournament20,breaker,semantic_response,semantic_response,1,42980,True,True
final-b02-medium-swarm10-j01,medium,swarm10,judge,semantic_response,semantic_response,1,46931,True,True
final-b03-light-independent-s15,light,independent,solver,semantic_response,semantic_response,1,74894,True,True
final-b03-medium-swarm10-j01,medium,swarm10,judge,semantic_response,semantic_response,1,22257,True,True
final-b01-light-swarm10-j01,light,swarm10,judge,semantic_response,semantic_response,1,28753,True,True
final-b04-light-swarm10-j01,light,swarm10,judge,semantic_response,semantic_response,1,30870,True,True
final-b02-light-independent-s09,light,independent,solver,semantic_response,semantic_response,1,46968,True,True
final-b03-light-tournament20-b01,light,tournament20,breaker,semantic_response,semantic_response,1,45104,True,True
final-b01-light-independent-s03,light,independent,solver,semantic_response,semantic_response,1,60293,True,True
final-b02-medium-tournament20-b04,medium,tournament20,breaker,semantic_response,semantic_response,1,83278,True,True
final-b04-medium-tournament20-b01,medium,tournament20,breaker,semantic_response,semantic_response,1,100393,True,True
final-b01-medium-independent-s05,medium,independent,solver,semantic_response,semantic_response,1,163091,True,True
final-b01-medium-tournament20-b02,medium,tournament20,breaker,semantic_response,semantic_response,1,83976,True,True
final-b02-light-tournament20-b04,light,tournament20,breaker,semantic_response,semantic_response,1,45520,True,True
final-b02-medium-independent-s03,medium,independent,solver,semantic_response,semantic_response,1,154375,True,True
final-b03-medium-independent-s08,medium,independent,solver,semantic_response,semantic_response,1,105065,True,True
final-b04-medium-independent-s18,medium,independent,solver,semantic_response,semantic_response,1,153706,True,True
final-b01-light-tournament20-b02,light,tournament20,breaker,semantic_response,semantic_response,1,49463,True,True
final-b04-light-independent-s11,light,independent,solver,semantic_response,semantic_response,1,48813,True,True
final-b03-medium-tournament20-b01,medium,tournament20,breaker,semantic_response,semantic_response,1,67327,True,True
final-b04-light-tournament20-b02,light,tournament20,breaker,semantic_response,semantic_response,1,46350,True,True
final-b03-light-independent-s01,light,independent,solver,semantic_response,semantic_response,1,58890,True,True
final-b02-light-independent-s02,light,independent,solver,semantic_response,semantic_response,1,65604,True,True
final-b03-light-tournament20-b02,light,tournament20,breaker,semantic_response,semantic_response,1,52224,True,True
final-b01-light-independent-s19,light,independent,solver,semantic_response,semantic_response,1,57707,True,True
final-b02-medium-tournament20-b03,medium,tournament20,breaker,semantic_response,semantic_response,1,107350,True,True
final-b04-medium-tournament20-b03,medium,tournament20,breaker,semantic_response,semantic_response,1,88380,True,True
final-b01-medium-independent-s18,medium,independent,solver,semantic_response,semantic_response,1,130867,True,True
final-b01-medium-tournament20-b01,medium,tournament20,breaker,semantic_response,semantic_response,1,115455,True,True
final-b02-light-tournament20-b02,light,tournament20,breaker,semantic_response,semantic_response,1,87071,True,True
final-b02-medium-independent-s15,medium,independent,solver,semantic_response,semantic_response,1,179059,True,True
final-b03-medium-independent-s01,medium,independent,solver,semantic_response,semantic_response,1,111704,True,True
final-b04-medium-independent-s04,medium,independent,solver,semantic_response,semantic_response,1,138063,True,True
final-b01-light-tournament20-b04,light,tournament20,breaker,semantic_response,semantic_response,1,58399,True,True
final-b04-light-independent-s20,light,independent,solver,semantic_response,semantic_response,1,53186,True,True
final-b03-medium-tournament20-b03,medium,tournament20,breaker,semantic_response,semantic_response,1,55801,True,True
final-b04-light-tournament20-b01,light,tournament20,breaker,semantic_response,semantic_response,1,33145,True,True
final-b03-light-independent-s03,light,independent,solver,semantic_response,semantic_response,1,63444,True,True
final-b02-light-independent-s12,light,independent,solver,semantic_response,semantic_response,1,49320,True,True
final-b03-light-tournament20-b04,light,tournament20,breaker,semantic_response,semantic_response,1,59554,True,True
final-b01-light-independent-s16,light,independent,solver,semantic_response,semantic_response,1,58273,True,True
final-b02-medium-tournament20-v02,medium,tournament20,verifier,semantic_response,semantic_response,1,40760,True,True
final-b04-medium-tournament20-v04,medium,tournament20,verifier,semantic_response,semantic_response,1,56162,True,True
final-b01-medium-independent-s11,medium,independent,solver,semantic_response,semantic_response,1,160452,True,True
final-b01-medium-tournament20-v03,medium,tournament20,verifier,semantic_response,semantic_response,1,71642,True,True
final-b02-light-tournament20-v01,light,tournament20,verifier,semantic_response,semantic_response,1,62033,True,True
final-b02-medium-independent-s19,medium,independent,solver,semantic_response,semantic_response,1,158647,True,True
final-b03-medium-independent-s12,medium,independent,solver,semantic_response,semantic_response,1,172458,True,True
final-b04-medium-independent-s08,medium,independent,solver,semantic_response,semantic_response,1,110308,True,True
final-b01-light-tournament20-v01,light,tournament20,verifier,semantic_response,semantic_response,1,38398,True,True
final-b04-light-independent-s14,light,independent,solver,semantic_response,semantic_response,1,57278,True,True
final-b03-medium-tournament20-v03,medium,tournament20,verifier,semantic_response,semantic_response,1,47860,True,True
final-b04-light-tournament20-v04,light,tournament20,verifier,semantic_response,semantic_response,1,59329,True,True
final-b03-light-independent-s09,light,independent,solver,semantic_response,semantic_response,1,63892,True,True
final-b02-light-independent-s19,light,independent,solver,semantic_response,semantic_response,1,58304,True,True
final-b03-light-tournament20-v03,light,tournament20,verifier,malformed_output,malformed_output,1,84486,True,True
final-b01-light-independent-s06,light,independent,solver,semantic_response,semantic_response,1,56934,True,True
final-b02-medium-tournament20-v03,medium,tournament20,verifier,semantic_response,semantic_response,1,48323,True,True
final-b04-medium-tournament20-v01,medium,tournament20,verifier,semantic_response,semantic_response,1,43653,True,True
final-b01-medium-independent-s16,medium,independent,solver,semantic_response,semantic_response,1,139380,True,True
final-b01-medium-tournament20-v01,medium,tournament20,verifier,semantic_response,semantic_response,1,59852,True,True
final-b02-light-tournament20-v03,light,tournament20,verifier,semantic_response,semantic_response,1,46856,True,True
final-b02-medium-independent-s01,medium,independent,solver,semantic_response,semantic_response,1,123007,True,True
final-b03-medium-independent-s09,medium,independent,solver,semantic_response,semantic_response,1,118243,True,True
final-b04-medium-independent-s10,medium,independent,solver,semantic_response,semantic_response,1,148067,True,True
final-b01-light-tournament20-v04,light,tournament20,verifier,semantic_response,semantic_response,1,47165,True,True
final-b04-light-independent-s13,light,independent,solver,semantic_response,semantic_response,1,47812,True,True
final-b03-medium-tournament20-v02,medium,tournament20,verifier,semantic_response,semantic_response,1,63296,True,True
final-b04-light-tournament20-v01,light,tournament20,verifier,semantic_response,semantic_response,1,49268,True,True
